Ht,vdimless,vdim
0.0,0.007591374973239182,1026.5442507856405
0.0,0.007590066030031556,1026.3672488421018
0.0,0.007584421855983085,1025.6040149825815
0.0,0.0075758051118709376,1024.4388151129929
0.0,0.0075943243357720356,1026.9430785556106
0.05,0.006798394736850235,919.3134387757876
0.05,0.007720580538498779,1044.0160830497966
0.05,0.007623354474919239,1030.8686813016377
0.05,0.00793879332032924,1073.5239228582182
0.05,0.007981256790718838,1079.2660488301947
0.1,0.008515696360495678,1151.5356797838438
0.1,0.008717831232281613,1178.8693829992187
0.1,0.00683396923351921,924.1240027591061
0.1,0.008249660448122703,1115.560953556816
0.1,0.008851251305425157,1196.9111224084452
0.15,0.009401398146599469,1271.3047703162622
0.15,0.008127818754448523,1099.0849013807444
0.15,0.008640397776170546,1168.3984380821926
0.15,0.008609054485918033,1164.1600393042577
0.15,0.009349509858115156,1264.288172609727
0.2,0.010312024195077808,1394.4442460998189
0.2,0.010489776554357455,1418.4808222306708
0.2,0.009068504556409274,1226.2892095861196
0.2,0.009844927163888144,1331.28101498331
0.2,0.009889652965306984,1337.3290648385919
0.25,0.012021424030141538,1625.5979671535752
0.25,0.010485775998192701,1417.939846722894
0.25,0.009824464539397238,1328.5139550500073
0.25,0.009572176413003728,1294.3982742143614
0.25,0.010539983336121096,1425.27003806464
0.3,0.01276824650969656,1726.5870930296167
0.3,0.011423079154468501,1544.686736411522
0.3,0.010359295145717243,1400.836463949569
0.3,0.011862993582950843,1604.1741980358165
0.3,0.00985966255638217,1333.2736095397818
0.35,0.013390046695048122,1810.6700697841864
0.35,0.01225698028492209,1657.451079393978
0.35,0.01332666466488351,1802.0992299958784
0.35,0.011410808083583216,1543.0273799296356
0.35,0.012544558675625369,1696.3388888708262
0.4,0.014707853530759664,1988.870598096184
0.4,0.010587614846578216,1431.7110126428106
0.4,0.012053285205400482,1629.906396970392
0.4,0.012651308602935965,1710.7741558071555
0.4,0.013141556354928714,1777.0679448826281
0.45,0.010830680554213174,1464.5795912093286
0.45,0.013447982177682229,1818.5043997737055
0.45,0.014800714674510048,2001.427753232688
0.45,0.014277254061928138,1930.6427525901227
0.45,0.01300736288721523,1758.921623134608
