objId,time,fx,fy,fz,Tx,Ty,Tz
0,1.999687,686.327881,-4614.082031,2347.231934,-9667.554688,-866362.312500,-17138.453125
0,3.999687,249.048920,-2637.092773,2848.291504,-3023.717773,-897420.062500,-13429.405273
0,5.999687,-114.071068,-2428.978271,582.856262,-7970.310547,-933682.250000,-6675.146484
0,7.999687,-2790.171143,-3951.387451,1014.344604,-9070.559570,-949960.000000,-14859.113281
0,9.999687,2435.922363,-1421.792847,253.109360,-10520.392578,-951546.312500,-8138.375000
0,11.999687,-762.525391,-4138.634766,-252.188339,-14023.316406,-971026.250000,-6260.212402
0,13.999687,360.090973,-1186.410034,-447.201782,-10550.780273,-988711.125000,-2005.558716
0,15.999687,-793.247437,-1850.611450,1625.260986,6330.984375,-983101.062500,-1007.918579
0,17.999687,1021.379272,-2221.312744,872.153503,-18425.039062,-983249.250000,6681.324219
0,19.999687,-3255.980957,-3870.940918,-1269.036377,-829.704346,-983757.187500,267.233429
0,21.999687,1207.805176,-912.868042,-1409.821289,9476.689453,-979515.062500,2833.934570
0,23.999687,-3594.344971,-1819.258301,-667.968994,-12713.391602,-999832.250000,10602.370117
0,25.999687,-5.726525,-1461.762085,-325.188721,65.485085,-969195.375000,5679.934570
0,27.999687,2303.887451,-2652.373535,4373.265625,-3306.741943,-985385.125000,6587.165039
0,29.999687,921.901428,-489.206726,1425.210205,14350.333984,-958575.062500,-13964.732422
0,31.999687,2443.235352,-225.537888,-1948.223022,7645.164551,-960719.125000,8424.164062
0,33.999687,-306.717529,-709.091797,-3436.232422,2806.076904,-933106.750000,4228.850098
0,35.999687,2171.847168,-2000.363892,-2191.211182,-6519.711426,-921392.812500,2605.065674
0,37.999687,2716.968506,-1515.396362,-547.903687,3273.307861,-926011.187500,9195.574219
0,39.999687,-1848.574219,-4491.089844,1664.462646,3279.982422,-958042.625000,-7115.319824
