Ht,vdimless,vdim
0.0,0.005609010758977955,414.65555797756673
0.0,0.005605490645842111,414.39532769112066
0.0,0.005685485252681789,420.30906359922346
0.0,0.0053698923278480025,396.9783256199348
0.0,0.005339605652517216,394.7393321862939
0.05,0.006986933491625124,516.5208144563929
0.05,0.0069642670190034756,514.8451573296404
0.05,0.006502462409836129,480.705474572856
0.05,0.0061811242135062115,456.95000773132585
0.05,0.007613896501536787,562.8701098807409
0.0,0.005495430239233169,406.25892694690384
0.1,0.006922276149651668,511.7409116597303
0.1,0.008090062710371252,598.0714980574851
0.1,0.00903071098825297,667.6105047176815
0.1,0.008582375953262793,634.4665828956064
0.1,0.009013004804935167,666.3015453238088
0.15,0.006266012517046429,463.2255184020616
0.15,0.008015027444261897,592.5243897573686
0.15,0.010686495497911909,790.0171605873065
0.15,0.009604048367804143,709.9954351881139
0.15,0.010500357514456736,776.2565969679763
0.2,0.009806057673213298,724.9293129876916
0.2,0.010594830641955297,783.2406818770843
0.2,0.009929492911218439,734.054470647122
0.2,0.01013817329966183,749.4815194846494
0.2,0.009507317106171718,702.8444139136643
0.25,0.012347779269989818,912.8303586842136
0.25,0.008441277138821224,624.0356156276985
0.25,0.009773852589743509,722.5484980044961
0.25,0.010015472082782837,740.4106255720202
0.25,0.009051956613580768,669.181123317544
0.3,0.0085657046154294,633.2341261953811
0.3,0.009668835569042912,714.7849380494637
0.3,0.010584938372752114,782.5093792316856
0.3,0.01256456699774195,928.8567562214023
0.3,0.009817420626693104,725.7693384427864
0.35,0.014654083622202878,1083.327788467581
0.35,0.010982391237953006,811.8917510386685
0.35,0.014564848864286863,1076.7309588438488
0.35,0.018438363405283542,1363.0870387925822
0.35,0.012682779671303929,937.5958270169793
0.4,0.017755755852109235,1312.6241268810404
0.4,0.015648820748374984,1156.8654042465628
0.4,0.017450832350273518,1290.0821439490624
0.4,0.01666178609234342,1231.750571696608
0.4,0.015401642698142301,1138.592350985792
0.45,0.015016346136740414,1110.1086543911276
0.45,0.013396131669751945,990.331573775428
0.45,0.016979989057271716,1255.2742612814895
0.45,0.012945219020743763,956.9970975000249
0.45,0.01722804510828874,1273.612222227551
