objId,time,fx,fy,fz,Tx,Ty,Tz
0,1.999687,-153102.015625,-3687.385254,5576.680176,11861.267578,-19327.185547,-45821.734375
0,3.999687,-150926.343750,-496.876099,1993.889404,22702.357422,10593.391602,-38767.753906
0,5.999687,-151641.531250,195.980179,2709.265625,22554.705078,6313.301758,-46551.035156
0,7.999687,-141987.375000,-318.207428,944.837158,16163.565430,15786.349609,-7246.457520
0,9.999687,-138994.796875,-356.154205,2753.634033,25915.169922,-18292.218750,-50445.308594
0,11.999687,-132584.750000,-430.805237,3904.371338,21903.232422,-588.158081,-31971.740234
0,13.999687,-131387.109375,1732.728394,1842.216309,20590.996094,6644.262695,-45501.519531
0,15.999687,-126587.359375,-733.805176,2241.809570,25717.892578,-4685.097656,-39897.964844
0,17.999687,-120335.789062,716.058289,4083.231934,19787.074219,10387.176758,-12811.695312
0,19.999687,-119711.898438,-1421.971191,2766.818115,20124.640625,1207.090942,-39307.882812
0,21.999687,-116712.750000,269.993561,3739.287109,16343.476562,2303.023193,-28907.367188
0,23.999687,-113901.031250,3112.328857,2634.207520,14867.449219,2986.323975,-26748.652344
0,25.999687,-109669.242188,-1216.029663,2058.055664,19177.937500,6772.912109,-20990.447266
0,27.999687,-101804.843750,127.475098,2507.718994,14131.736328,-8788.440430,-28759.597656
0,29.999687,-106697.500000,1321.695801,1464.967041,23030.517578,21397.597656,-30079.523438
0,31.999687,-92973.992188,-652.264832,878.917480,12305.031250,-733.936890,-28172.767578
0,33.999687,-97560.062500,-1420.764893,-219.406616,15958.485352,7459.500488,-37442.871094
0,35.999687,-93954.546875,-958.804871,923.454712,25074.222656,-2944.070557,-37846.699219
0,37.999687,-87507.476562,45.649086,670.944458,14825.575195,-6797.627441,-24220.767578
0,39.999687,-87523.710938,-2427.917236,-377.728485,19289.984375,-5582.941895,-25926.822266
