Ht,vdimless,vdim
0.05,0.007794216791437362,734.5876263739748
0.05,0.0088416084881496,833.3019681686382
0.05,0.00845709218753864,797.0621606130908
0.05,0.008469013552352198,798.1857227766619
0.05,0.008498944744923756,801.0066712175416
0.1,0.008436865646745255,795.1558540541696
0.1,0.008932193376282361,841.8393927411623
0.1,0.008854279673878,834.4961992885367
0.1,0.008031021245348663,756.9059203563273
0.1,0.009324168367780418,878.7821653515988
0.15,0.008460561290635726,797.3891158772212
0.15,0.008617703958188267,812.1994633756782
0.15,0.009282796119322744,874.8829227970853
0.15,0.00920058458936353,867.1346686402777
0.15,0.010268178826066477,967.7530549715012
0.2,0.009928554946866057,935.7442584551102
0.2,0.011342408600462192,1068.9968259967713
0.2,0.009565811699744148,901.5565128461852
0.2,0.011762944144090404,1108.6313672298447
0.2,0.009494038960529751,894.7920915388663
0.25,0.01128024655340926,1063.1381910861635
0.25,0.010996772475024154,1036.4213886220298
0.25,0.009465449854883578,892.0976318107447
0.25,0.012476938350045055,1175.923735793829
0.25,0.009531635778708459,898.3355081725236
0.3,0.011196380612940036,1055.2340124122281
0.3,0.009418276249170987,887.6516242162442
0.3,0.011700221520830617,1102.7198992564397
0.3,0.015614601578310629,1471.6415282145679
0.3,0.010714844186654993,1009.8502734346388
0.35,0.012699237425369674,1196.8749300520178
0.35,0.01404142151601292,1323.3728004199154
0.35,0.01394683936782742,1314.458642962906
0.35,0.011977992380970097,1128.899186064305
0.35,0.010510766036533123,990.6163609192072
0.4,0.016616388964331704,1566.0577649860497
0.4,0.013789624548805885,1299.641495348701
0.4,0.014713673963237717,1386.731100906691
0.4,0.01662452196978556,1566.824282691613
0.4,0.010931615730567954,1030.2805101305669
0.45,0.014319505680423786,1349.5816154597003
0.45,0.01332098132765835,1255.4729123273482
0.45,0.013752962466171114,1296.1861754645802
0.45,0.01555238240831567,1465.7775095935092
0.45,0.014631451844867372,1378.9818488156448
0.0,0.00827440287812446,779.8440988427413
