objId,time,fx,fy,fz,Tx,Ty,Tz
0,1.999687,4332.065430,304.677490,-3364.455566,-72906.117188,46517.320312,-31975.785156
0,3.999687,5508.486816,1480.930054,-1810.072632,-83700.757812,34266.238281,-43115.843750
0,5.999687,2390.625488,3414.428223,-2418.553711,-84703.828125,29964.384766,-30595.962891
0,7.999687,5430.433105,1532.866699,-1230.168823,-88677.976562,38092.148438,-20624.335938
0,9.999687,6615.140137,2317.570068,205.435669,-91095.687500,38682.558594,-36224.609375
0,11.999687,4663.647461,1441.986206,879.846008,-88284.437500,48801.210938,-23798.542969
0,13.999687,4918.272949,2847.626953,795.199463,-89078.000000,43187.109375,271.595947
0,15.999687,3853.971680,504.173645,1386.666260,-88858.390625,45580.503906,11214.986328
0,17.999687,5309.256348,356.004761,2445.151611,-85219.140625,46234.863281,14656.620117
0,19.999687,1415.498291,1626.834473,1000.914062,-92600.492188,36375.609375,15859.009766
0,21.999687,3851.190430,196.842300,360.663818,-89431.820312,39620.121094,25467.830078
0,23.999687,4535.820312,-1094.137207,2386.984619,-92251.421875,27942.544922,41349.710938
0,25.999687,4525.051758,395.617554,1344.105469,-88973.718750,11625.127930,36655.957031
0,27.999687,3074.606934,-522.349426,2670.901855,-85964.796875,8009.764160,44832.558594
0,29.999687,2469.294678,-2399.002686,3299.422119,-84224.007812,2863.015869,39068.539062
0,31.999687,2568.667725,43.722607,2040.965454,-86987.976562,-702.313354,43552.988281
0,33.999687,3076.878418,-1542.202759,-374.341125,-87633.156250,-13673.030273,40539.050781
0,35.999687,4897.021484,-653.450378,467.111603,-84578.789062,-19084.765625,34307.566406
0,37.999687,2360.729004,-1210.144043,-216.650818,-84743.976562,-16825.480469,34545.109375
0,39.999687,3964.797607,-628.297791,244.822495,-85931.703125,-26418.349609,29670.195312
