objId,time,fx,fy,fz,Tx,Ty,Tz
0,1.999687,-114828.546875,-983.778687,-4521.288574,49812.968750,32756.126953,40530.933594
0,3.999687,-117138.421875,1758.406372,-3683.565918,60369.699219,18907.480469,74785.921875
0,5.999687,-117951.242188,3914.244141,-4296.040039,54050.769531,19215.765625,87486.609375
0,7.999687,-116098.679688,1177.458984,-236.621094,62815.601562,-51.096416,110938.203125
0,9.999687,-111598.632812,4328.535645,-248.955200,54685.394531,-7202.117676,102885.679688
0,11.999687,-114355.148438,4100.749512,1695.940674,67006.710938,24629.824219,106119.500000
0,13.999687,-111581.343750,8430.785156,2217.114746,51050.214844,8996.497070,84412.406250
0,15.999687,-105865.750000,2122.154785,-1799.746094,56509.023438,11994.312500,81242.460938
0,17.999687,-104018.367188,3679.648682,319.596466,52926.710938,4203.856934,109506.101562
0,19.999687,-103222.406250,1329.202759,1806.725952,56533.160156,-10729.420898,109996.390625
0,21.999687,-106797.187500,6207.662109,1230.395508,58744.343750,16168.245117,91509.960938
0,23.999687,-104826.078125,2207.194336,237.429535,58831.894531,-12228.193359,88265.656250
0,25.999687,-100237.968750,6951.771973,6182.413086,62593.593750,77588.875000,46597.121094
0,27.999687,-91001.843750,-1520.111572,-2246.800537,53435.238281,-17326.992188,80815.195312
0,29.999687,-92145.921875,-1825.502808,176.597229,60898.660156,16525.765625,94062.406250
0,31.999687,-83561.601562,7359.998047,-900.434753,46454.511719,144779.421875,931.046082
0,33.999687,-89210.570312,-122.675110,-2360.679932,51555.914062,-12594.416016,100315.132812
0,35.999687,-86376.992188,-1224.131592,-1744.736206,62027.476562,3800.539307,108084.937500
0,37.999687,-82275.937500,-2444.805664,-1623.569946,51754.421875,-8375.426758,99472.898438
0,39.999687,-71121.117188,-2277.729980,2258.365723,59836.089844,89342.789062,120164.953125
