objId,time,fx,fy,fz,Tx,Ty,Tz
0,1.999687,-1212.387939,1210.063354,-140056.093750,-16752.285156,47419.363281,-17377.351562
0,3.999687,-1047.044800,1353.030273,-144376.687500,-20964.373047,20502.421875,-10783.339844
0,5.999687,-4086.715088,2435.493652,-140927.046875,-15007.963867,15814.494141,-13217.349609
0,7.999687,-2147.697998,568.553894,-139512.984375,-19346.111328,29688.765625,-20991.251953
0,9.999687,1426.001831,1635.544067,-136557.484375,-20509.529297,27777.044922,-30366.730469
0,11.999687,-1006.246948,-182.194763,-131199.953125,-20731.439453,17055.257812,-25390.367188
0,13.999687,977.780090,1048.789673,-125168.328125,-19890.060547,21557.919922,-21889.347656
0,15.999687,-119.718597,-242.029907,-123998.421875,-16066.629883,20724.546875,-34298.503906
0,17.999687,574.231201,327.007690,-119732.867188,-17641.894531,12411.706055,-29416.261719
0,19.999687,-3070.153320,-551.428528,-117916.703125,-16229.383789,4922.048340,-8531.692383
0,21.999687,-648.702393,2234.240723,-113207.000000,-23535.365234,1256.336182,-26398.693359
0,23.999687,-113.845390,925.291260,-109168.210938,-25075.845703,6898.298340,-28890.025391
0,25.999687,-2364.300049,810.919617,-106612.820312,-12386.906250,8741.833984,-9796.153320
0,27.999687,379.270599,1319.390747,-104293.281250,-21707.580078,14953.596680,-20365.417969
0,29.999687,-1007.014587,402.219147,-100252.781250,-8717.617188,14548.433594,4379.227051
0,31.999687,-1952.464478,-434.329407,-94395.476562,-7917.862305,11509.437500,-6995.054199
0,33.999687,-994.941040,1112.269653,-93483.218750,-19353.486328,16939.976562,-22909.292969
0,35.999687,1374.146973,1117.203247,-92898.507812,-27803.894531,44210.015625,-40725.308594
0,37.999687,-3686.370850,11901.793945,-85973.531250,-41223.253906,98074.031250,-95136.789062
0,39.999687,-2597.564209,1057.063721,-86123.367188,-15338.252930,24369.564453,-13907.616211
