t0,x0
0.0,3.335194853333333
0.6282833294169274,3.341831210666666
1.2565666588338549,3.3510175466666663
1.8848499882507825,3.360606463999999
2.5131333176677098,3.3699624719999997
3.1414166470846374,3.3796511439999994
3.769700945797876,3.3889790960000004
4.397984275214803,3.398387208
5.0262666353354195,3.4069589839999996
5.654550934048658,3.414767903999999
6.282833294169275,3.4217792319999996
6.911117592882513,3.429189578666666
7.53940092229944,3.4363451946666665
8.167684251716368,3.443830802666666
8.795967581133295,3.450922736
9.424250910550224,3.4579652373333327
10.05253423996715,3.4652192719999992
10.680817569384079,3.472581077333333
11.309101868097317,3.480158869333333
11.937385197514244,3.486911458666666
12.56566755763486,3.494162376
13.193951856348098,3.5008294613333333
13.822235185765026,3.507222666666666
14.450518515181955,3.513934285333333
15.07880184459888,3.5207327439999996
15.7070842047195,3.5280789626666667
16.335368503432736,3.5347295706666664
16.963650863553354,3.540750031999999
17.59193516226659,3.547511973333333
18.22021946097983,3.5542632266666665
18.84850182110045,3.5614353199999997
19.47678611981369,3.568350010666666
20.1050684799343,3.574579333333333
20.73335277864754,3.580661696
21.361635138768158,3.5871265999999995
21.989919437481394,3.593331429333333
22.61820276689832,3.5998729306666664
23.246486096315248,3.605937925333333
23.874769425732175,3.6122291493333334
24.503052755149103,3.619005341333333
25.13133511526972,3.626066546666666
25.75962038327927,3.6329019679999996
26.387902743399888,3.6398144319999997
27.016185103520506,3.645892341333333
27.644471340826367,3.651661634666666
28.272753700946982,3.657438498666666
28.901036061067597,3.6639795546666662
29.529318421188215,3.670317093333333
30.157604658494076,3.6764952026666666
30.785887018614687,3.6836018319999995
31.414169378735302,3.691071408
32.04245464674486,3.698724016
32.67073700686547,3.7064919653333326
33.2990203362824,3.7152792826666663
33.92730269640302,3.722858410666666
34.55558796441257,3.7295179253333326
35.18387032453318,3.735761053333333
35.812152684653796,3.7410623013333333
36.44043892195966,3.747752098666666
37.068721282080276,3.7536296079999993
37.6970036422009,3.760080261333333
38.32528600232151,3.7670105386666664
38.95357223962738,3.7745197493333333
39.58185459974799,3.7817483999999997
40.2101369598686,3.7902845493333333
40.83842222787815,3.7984448373333333
41.46670458799877,3.807597328
42.09498791741569,3.816485290666666
42.723270277536315,3.8246798693333335
43.351555545545864,3.8323070933333327
43.97983790566648,3.8393856666666664
44.60812123508341,3.8463524613333333
45.23640650309296,3.8532439946666663
45.864688863213566,3.8616220506666665
46.49297122333419,3.8694665973333326
47.12125358345481,3.8781474799999995
47.74953982076067,3.886454728
48.377822180881275,3.894705863999999
49.006104541001896,3.9031431493333333
49.63438980901145,3.9118115626666663
50.262669261243126,3.919918856
50.89095549854899,3.9284995386666663
51.51924076655854,3.9369194559999996
52.14752021879023,3.94496084
52.775805486799776,3.9529314159999998
53.40409172410564,3.9611754266666663
54.03237117633732,3.9690199733333333
54.66065644434687,3.9787340293333333
55.288941712356426,3.9879141306666663
55.9172211645881,3.997100911999999
56.545507401893964,4.005819202666666
57.173786854125645,4.014787325333333
57.80207212213519,4.023779941333333
58.43035739014475,4.033008583999999
59.05863781167274,4.042025693333333
