tomega,r0,r1,r2,r3,r4,v0,v1,v2,v3,v4
0.0,0.6402927176701337,0.6402927176701337,0.6402927176701337,0.6402927176701337,0.6402927176701337,1.3918655215810323,1.430897994074385,1.3510198046442168,1.3628345237021158,1.433990053020074
0.6282833294169274,0.6442419874268555,0.6437550995134396,0.6458812832029531,0.6487255206355605,0.6443040336724511,1.4981216459676108,1.4914603584858603,1.4208965194599483,1.4094062757235046,1.5058517933318065
1.2565666588338549,0.6461960918138226,0.6470211336023978,0.650047010379574,0.655984843825368,0.6489579631533756,1.5562790756434954,1.5491597053549944,1.4581157475098379,1.4499847776897283,1.5712431139979481
1.8848499882507825,0.648412109546354,0.6501556478994777,0.6534448755527696,0.660222888439071,0.6528060362282426,1.6049694606462632,1.5617760693247489,1.4436288787458398,1.4309552544252493,1.5920286213550274
2.5131333176677098,0.6512562663107392,0.6530562488307853,0.6536694126517357,0.6595164643055801,0.6565829162228232,1.5820080599569688,1.5574624562276693,1.4254200871768077,1.4161820839069557,1.5541604426622264
3.1414166470846374,0.6553991173048609,0.657273249039712,0.6497553985335631,0.6552264374273304,0.6599341407962538,1.5758787711988964,1.5593305553344652,1.4105683933422406,1.3882750644730264,1.5407018832656445
3.769700945797876,0.6586379578372226,0.6584299500325308,0.646363090334249,0.6503362460117699,0.6638365636514052,1.5605736019569527,1.5411623430201535,1.4513971996772774,1.4114103880031266,1.5857490695455956
4.397984275214803,0.6579486360554336,0.6572474337208837,0.6443163041217235,0.6469236737004803,0.6647579135676082,1.4865000880727584,1.4955663242771569,1.420058891804319,1.4212231874011112,1.537900875648404
5.0262666353354195,0.6577107224040863,0.6580968787692398,0.6467083508398527,0.6487270203059925,0.6658745763039904,1.414710218996899,1.4317928639780384,1.3961388071905758,1.3790370754552885,1.4594686575229288
5.654550934048658,0.666482434476891,0.6680188880261901,0.6536147403722069,0.6553883375418772,0.6710326087087154,1.3778961217506278,1.3793658063563983,1.384939155770448,1.398929789744803,1.4345839565444123
6.282833294169275,0.6832026843790785,0.6861501641352349,0.661373605544079,0.6675824530222456,0.6846764629876512,1.3521056653230037,1.355254979760864,1.3784262993219079,1.3774147013509348,1.38959205051069
6.911117592882513,0.701019965603526,0.7032457739627458,0.6693687032655325,0.6806208285518861,0.7029177171694162,1.2885869354384696,1.3065285120368557,1.3390714781009962,1.3893269793602019,1.3409801564625388
