tomega,r0,r1,r2,r3,r4,v0,v1,v2,v3,v4
0.0,0.000953964981311405,0.000953964981311405,0.000953964981311405,0.000953964981311405,0.000953964981311405,1.9213328990704086,2.0247832662655374,1.9235469659697848,1.830136246956335,1.912743846443521
0.6282833294169274,0.009937501664611702,0.004146098495974009,0.004128414136796034,0.004699712673383868,0.0029009281840655485,2.0521918875371505,2.134780400240661,2.048966221106139,1.9267153720499324,2.1026955169832986
1.2565666588338549,0.011388356139618751,0.006670720541172979,0.008064971648291754,0.005989257494467726,0.00555983534426143,2.0605137251934194,2.1436939281890846,2.0624605771221773,1.931754282924379,2.1268975586075483
1.8848499882507825,0.017814129446730692,0.011037688994676165,0.012348815653957863,0.007588602091807939,0.007004235003474052,2.075706804951221,2.173469310628938,2.038659357953869,1.942939138122963,2.162685277886323
2.5131333176677098,0.02523592275197984,0.014429318098387706,0.01474573953716194,0.012775629025862953,0.005828852172823464,2.027760804509525,2.1554513868961194,1.9696415484008278,1.8883509369831109,2.076852011968151
3.1414166470846374,0.030487341001010693,0.01346211144254855,0.013903728709796235,0.020503808054054787,0.007443121408308617,2.02014206123357,2.0639652488052995,1.937515502436518,1.8575038289606183,2.1154040512904126
3.769700945797876,0.02942091265848069,0.012487590602765206,0.011281677828017894,0.02871929184735463,0.008557563698748811,2.0144382295460237,1.9863615708478515,1.9493332106341215,1.8726616008512895,2.1010540535924007
4.397984275214803,0.02219861605576313,0.01849439893133858,0.00576351358136645,0.03362910030128634,0.014298837282688147,1.9465113696772516,2.0269431999200456,1.9312037456016153,1.8268943122184174,2.1249730718059245
5.0262666353354195,0.014178695486691262,0.033333167027079426,0.001669229450270136,0.03320262281912828,0.023494768463149872,1.9537774169884066,2.018004344766683,1.906442266649629,1.8219833794523532,2.1774932626017476
5.654550934048658,0.00871020728292378,0.05040769438724575,0.006635030178382712,0.030621246280675026,0.03323013939567896,2.000565224268526,2.0725797699510142,1.9490880894405813,1.840006952791916,2.089414339071598
6.282833294169275,0.014563505518958636,0.06351668878983917,0.013934839990560666,0.025777170840159402,0.03655728734177079,1.9490057284461926,2.030009913138891,1.9554952248636353,1.8567976190563897,1.9942031623180831
6.911117592882513,0.021907652734780694,0.0649530677546801,0.01668935993493359,0.01789363208201063,0.03369079033728504,1.9134691442208644,1.9547729439644848,1.9378620536812743,1.8065068088405383,1.9610715825575373
