tomega,r0,r1,r2,r3,r4,v0,v1,v2,v3,v4
0.0,0.6402927176701337,0.6402927176701337,0.6402927176701337,0.6402927176701337,0.6402927176701337,-1.0431690717125,-1.3416291071054753,-1.247359482829334,-0.7736827738475769,-1.014004466348261
0.6282833294169274,0.3748496299286318,0.32899774079669436,0.3656593930767672,0.350567804491116,0.349285387933313,2.455113889656863,2.3800646564813617,2.2526031154981694,2.3816297727378,2.5155999069338533
1.2565666588338549,0.3885227358149961,0.33361592199758483,0.3706724144639581,0.35608427205217164,0.3600738235020857,1.947634486892333,1.954066732970708,1.8852397912538004,1.9172865009439475,1.9017116855138543
1.8848499882507825,0.40417766218958556,0.3439848651548606,0.38760347932414035,0.36873209780958466,0.37168533816987637,1.161354435858652,1.236632710437502,1.072639065614573,1.2650720180243722,1.1585486786671482
2.5131333176677098,0.3921325391331559,0.32899777784290285,0.3656475611189321,0.3499747776763249,0.35543278784882526,0.8115891261076197,0.8591533908770768,0.7473620992420301,0.8974796523766276,0.7246679135234362
3.1414166470846374,0.34815899415893253,0.27795689465873125,0.3036281491471334,0.2942089637906775,0.3056193138468925,1.0045931321703292,1.13052753617655,0.9425802678756396,1.0924685483638328,1.1136739322454012
3.769700945797876,0.2865219277575839,0.2092600796895804,0.23282704945108318,0.22438831709355844,0.24095838639581,1.5217510840833812,1.610237412924058,1.487337613224941,1.715176549241167,1.7330608654887705
4.397984275214803,0.2388503391765632,0.16302644302864924,0.18881178698225742,0.17136930128067066,0.19231999407019373,2.0037718088629117,1.8915222612459717,1.7741765345414904,2.085215240198009,2.0882118698486996
5.0262666353354195,0.23082607755363088,0.1528457294508302,0.18105162858935517,0.1551154490267918,0.1807152466085552,1.894245830735699,1.8664555166657861,1.6735647790351686,2.0137670853411773,1.9342898409819853
5.654550934048658,0.2393674820238763,0.1585816979866703,0.18615821479301614,0.1588651791273598,0.1875662288200143,1.7086705921130803,1.8015088508461323,1.6106979806664328,2.0054514484123462,1.79563011242305
6.282833294169275,0.24355962304094472,0.16249490822417836,0.1895004593591912,0.16416353777274306,0.19188426195837827,3.2640830906816,3.8638843404384295,3.0314728176255072,3.5597178260033004,3.48434423379039
6.911117592882513,0.330297447822723,0.3050617790816659,0.28677727918409734,0.29600853512604847,0.307510054164231,1.581874452471702,1.697025018023002,1.5964185815865926,1.811832021469225,1.7322210470096753
7.53940092229944,0.31175181188123263,0.2962852846388908,0.280253629787793,0.28474189362687097,0.2926037295147594,1.7096986423435614,1.7329654315706615,1.648181938751342,1.9403433355512913,1.8370265758414852
8.167684251716368,0.31219799594595626,0.2927640444291822,0.27741004684188236,0.2799559960131358,0.2870390675946662,1.91093060200006,1.8139315676669274,1.6795415242313663,1.9600027226750376,1.8952412658682387
8.795967581133295,0.3260847232801583,0.29775352153349255,0.2799803747806768,0.2847052872679249,0.2918327304069046,1.946183891337566,1.8932562403722606,1.6943719551004384,1.9690689448923737,1.9445424279466417
9.424250910550224,0.33976787947356873,0.30543639169753384,0.2815184291377868,0.29481720014793455,0.300578246699609,1.8894770572163955,1.8855642665752577,1.6740254437665198,1.9621977027908466,1.9179736251541026
10.05253423996715,0.34774224936168413,0.3113432908655897,0.2825959519354182,0.30326500701125325,0.3082131797126248,1.8688251573446353,1.9034485828228567,1.6693682685643882,1.9779252124898792,1.887835593825494
10.680817569384079,0.35023875974502,0.31194453923001475,0.28261887049678197,0.3047645572302441,0.3105607370148211,1.8158756181183047,1.8343325093996052,1.698606600504763,1.9017850986323874,1.8877181608099376
11.309101868097317,0.353134883629736,0.30979764595795894,0.2838867850906077,0.3024370106187788,0.30762055836577085,1.79352779598211,1.8613240513837606,1.6798850863364123,1.8739595021371627,1.8226542277791333
11.937385197514244,0.35706345345829904,0.31121951127327246,0.2859552247992086,0.3008791131018632,0.3046572909282076,1.7897513739999946,1.8718819306052932,1.7003105679919788,1.8855862623837105,1.8743632163033395
12.56566755763486,0.36068982919098264,0.31846781863402535,0.2876992444111558,0.3032254921760945,0.30789517386017123,1.255183127653487,1.3263003736866898,1.3597021934822155,1.5586434321843883,1.6506225005241735
