objId,time,fx,fy,fz,Tx,Ty,Tz
0,1.999687,2352.581055,-2286.415527,1519.780640,-130693.570312,-20569.179688,461.249268
0,3.999687,-493.812317,-1058.045288,82.442566,-129792.703125,13451.869141,8008.846191
0,5.999687,1349.017212,1171.213379,1498.157349,-134683.890625,-12451.588867,25562.447266
0,7.999687,1926.310059,-1788.686401,-613.159607,-134263.953125,-23690.373047,31750.687500
0,9.999687,2202.946289,-386.814819,781.669128,-136088.187500,-26863.527344,13594.696289
0,11.999687,2583.688965,-2246.936035,208.340866,-135032.375000,-25487.839844,4589.414551
0,13.999687,3049.691650,943.991577,606.485168,-136725.265625,-9779.698242,2623.024170
0,15.999687,2675.393066,507.467102,599.498169,-141577.796875,-29792.199219,11456.300781
0,17.999687,2740.460205,-2489.857422,-1425.584229,-130578.500000,-28883.296875,-16090.302734
0,19.999687,-18.835197,445.527527,-79.181877,-127014.687500,-28108.662109,-8031.733887
0,21.999687,3212.092773,-59.793858,725.102478,-136307.125000,-22723.380859,-21988.886719
0,23.999687,-125.898705,345.281433,-305.449585,-133326.953125,-25205.767578,-13757.295898
0,25.999687,1797.281738,3229.673340,-593.934814,-138394.515625,-8166.951172,-19725.277344
0,27.999687,2428.343018,-33.086388,381.687775,-136661.718750,-5948.820801,-22885.822266
0,29.999687,1068.396729,896.010803,125.654846,-133589.031250,4802.410156,-38086.210938
0,31.999687,-886.607971,1359.522339,54.922680,-126691.546875,-4014.432861,-28599.351562
0,33.999687,1598.099976,-19.890024,-2272.767578,-136170.406250,13904.806641,-32466.685547
0,35.999687,3439.581055,2335.694580,29.366934,-130548.453125,4750.657715,-24277.109375
0,37.999687,2195.807861,304.629272,-2147.892334,-136166.296875,16346.278320,-35087.164062
0,39.999687,4680.623535,-316.127960,985.365540,-134447.734375,28400.269531,-20200.617188
