objId,time,fx,fy,fz,Tx,Ty,Tz
0,1.999687,-648.960571,-2241.794434,-598.923035,9459.668945,-552214.750000,391.830505
0,3.999687,683.304321,-2700.457520,592.116455,2897.120850,-646403.250000,-2521.060059
0,5.999687,-438.272217,-415.395203,352.950806,1319.128906,-660028.625000,184.120911
0,7.999687,-881.139465,-3072.973145,-470.199127,6374.712402,-653117.062500,173.004059
0,9.999687,2756.386475,-2333.915527,608.914001,-1761.555664,-666882.375000,-3532.020996
0,11.999687,-402.202271,-4600.325684,-456.492798,12828.213867,-672034.875000,1680.967651
0,13.999687,1686.455200,662.332581,-1240.967407,-8630.830078,-670426.500000,-269.952057
0,15.999687,431.093231,-188.123886,1635.903076,256.389069,-675051.187500,-2919.261963
0,17.999687,2756.363525,-1228.489624,-852.592712,12540.997070,-651890.875000,-315.756317
0,19.999687,-1735.880127,-2066.274902,-40.722164,6085.616211,-660546.812500,-4318.108887
0,21.999687,945.759705,-2495.483643,-1737.226074,4578.475098,-660581.750000,-6233.031250
0,23.999687,424.623474,-2143.051758,-772.353577,832.590027,-657172.187500,-175.251526
0,25.999687,1852.653564,-527.194824,-456.341492,-127.343025,-656134.750000,-10610.337891
0,27.999687,651.082764,11.956739,-777.602661,1483.604004,-644635.875000,-11030.804688
0,29.999687,-283.152191,538.620361,392.068817,-206.146622,-648187.875000,-4193.185547
0,31.999687,-988.035339,-44.369686,-439.142822,-6725.959473,-641847.000000,-3848.230957
0,33.999687,850.443542,-1619.679810,-1820.267456,-8130.029785,-660819.937500,-17621.005859
0,35.999687,250.042053,-2097.947510,-2287.059570,473.676910,-633566.312500,909.740540
0,37.999687,-2534.312256,-238.017075,-611.178406,1620.705811,-635415.437500,2876.332764
0,39.999687,1703.959717,-1794.577026,-1217.395020,-803.265076,-646840.500000,2230.855957
