time,x_ABF_0,x_CTC_0,x_ABF_1,x_CTC_1,x_ABF_2,x_CTC_2,x_ABF_3,x_CTC_3,x_ABF_4,x_CTC_4
0.0,1.6666321634059929,4.995530686650812,1.6666321634059929,4.995529796760154,1.6666321634059929,4.995529796760154,1.6666321634059929,4.995529796760154,1.6666321634059929,4.995529796760154
0.6282833294169274,1.7006522383083567,5.027128479182645,1.699493155726572,5.029431071259702,1.700887614387345,5.028417930745796,1.7001494500866996,5.029108485896249,1.6991990468641693,5.028693796849714
1.2565666588338549,1.735265870279473,5.062767265191546,1.7318958543583847,5.0680928158331495,1.7337414875826618,5.0645007721929405,1.7333294682081002,5.06477619335153,1.7320244435584364,5.065478762025863
1.8848499882507825,1.770699981437081,5.098552438213655,1.7651328254818843,5.106319848820263,1.7666020349579121,5.100452799713388,1.7676280788863552,5.100823439172362,1.7647768692187642,5.102097762594331
2.5131333176677098,1.8066110739872698,5.1340163607083005,1.7989371018997315,5.144615403388027,1.7996436750820246,5.136397263163244,1.8018737410704717,5.13682352078833,1.7981539981208676,5.138741235155889
3.1414166470846374,1.8424491955035185,5.1693912941371645,1.832869077626973,5.182376133670453,1.8327467176615255,5.172100121299508,1.8357509885222583,5.172283883720344,1.8316192261980933,5.174955335475059
3.769700945797876,1.8776461508008229,5.204190913255761,1.8667418756254708,5.219518389945708,1.8661656714245454,5.2073500250909515,1.8695178895324782,5.207643689008025,1.8656490898976927,5.210677326260466
4.397984275214803,1.9122588928812814,5.239369180849252,1.9005368081914114,5.256949860684747,1.899742135833996,5.242914950175255,1.9038845768460548,5.243260227750482,1.898776604470283,5.246770846395503
5.0262666353354195,1.9460952053628096,5.2745719204358315,1.9337328443446522,5.294484558740092,1.9323940038499925,5.2786529589925015,1.9378241166438877,5.279016034380884,1.932146169301795,5.283094848210911
5.654550934048658,1.979022049592066,5.309383553078308,1.9667055179427855,5.331761633450004,1.9654930419215328,5.31375558588008,1.9709680941936472,5.314451925319808,1.9659406569224065,5.3189690102988
6.282833294169275,2.0114785866086753,5.344110646108294,1.9989373575683003,5.368885646966774,1.9984777290435465,5.3489262894029785,2.0040795907343973,5.349422848390031,1.9984795088248624,5.354857410637216
6.911117592882513,2.043204078449902,5.378593019207385,2.0312435030637412,5.405879291502177,2.0311941141322336,5.383989316156284,2.0363710530339847,5.3845370438561595,2.0307433845140577,5.390433904300071
7.53940092229944,2.0750715078510473,5.413519447744718,2.064342986080611,5.443079390670188,2.064329637720744,5.41952131528625,2.0694304909712535,5.420001411296132,2.0633529827238086,5.42672942961443
8.167684251716368,2.106650612679066,5.447978238741377,2.097805099540534,5.47957158181992,2.0966531360840124,5.4544174875412175,2.1026839250719225,5.455226398149158,2.095220857070283,5.462466548541018
8.795967581133295,2.1395191690702364,5.482372957610675,2.1314999194074717,5.516288915306076,2.1300471729086135,5.489261156247375,2.1360174493317934,5.490215563977865,2.1269294409890116,5.498224579898065
9.424250910550224,2.1728357854076092,5.516419284287444,2.1650714894183047,5.55259823392563,2.163339762198226,5.523702594376207,2.169651756634001,5.525187376938746,2.159588873075599,5.533522092839701
10.05253423996715,2.2063601912135784,5.5503512600146845,2.1983876608103485,5.589457504971704,2.1976931011519354,5.558341143285742,2.2034453543639545,5.560317145491387,2.1926447514502367,5.569164438411234
10.680817569384079,2.238654768130468,5.5843308448921185,2.2310408636623316,5.625990186146367,2.231799050502777,5.5929285234824535,2.237710594142542,5.594918763938623,2.2255155325680516,5.604760954613891
11.309101868097317,2.2705546785406234,5.618360263646389,2.2642315604716257,5.662251450670399,2.265396872288015,5.627278747818861,2.271317759779687,5.62987945326628,2.2578893097534856,5.639951235731261
11.937385197514244,2.3017506854404592,5.652209034597126,2.296825140649536,5.698341856188136,2.2981550822376184,5.661829642498603,2.3042397096103255,5.664859720188412,2.289752289701342,5.674843848423598
12.56566755763486,2.332832341390767,5.685836222774072,2.329217160593455,5.734681876035383,2.3315624674220867,5.696206118609416,2.336591239529314,5.699764791349956,2.321462653401386,5.710088857816423
13.193951856348098,2.363614549134726,5.719057620811061,2.3609555558492197,5.770588519132283,2.3642076612581495,5.730141653899287,2.3685311950190706,5.734314351193712,2.35281305633035,5.744824849752987
13.822235185765026,2.3932496878207803,5.752646988635049,2.3924545705180362,5.806420411413927,2.396063077135415,5.76461112358384,2.400134771840179,5.769202069487431,2.383378575699134,5.780276758723751
14.450518515181955,2.423447682347893,5.786274621757323,2.4246619381504613,5.842191346185513,2.428617057179053,5.798442096721422,2.431736568879971,5.803773431652302,2.414391265123463,5.815537341203087
15.07880184459888,2.4548038695661325,5.819153856836387,2.4570512884224063,5.877581407755559,2.462022217636877,5.832078183804945,2.463893212744902,5.837951462146425,2.4447236331399034,5.850199917160382
15.7070842047195,2.487037488972963,5.852516747487965,2.4898602221395048,5.913318526682148,2.495547513333504,5.865785462141092,2.4966941374460796,5.872884564863691,2.4761705892052386,5.885182853754486
16.335368503432736,2.5189907928225868,5.885586864113129,2.5225610341416798,5.948963096980325,2.5293339919381954,5.899419324497971,2.5295106352337684,5.907550255438289,2.507336339822709,5.919678130268116
16.963650863553354,2.5497765601291764,5.918457200285614,2.555626256368224,5.984226349131635,2.5635743147783647,5.933031829479062,2.5619360260773547,5.941845751499241,2.5386444729454274,5.95420366306411
17.59193516226659,2.581037529047031,5.951414745742564,2.58791415910518,6.019889607133627,2.5974938320363967,5.966546891433124,2.5942176995797066,5.976086964230068,2.569368837796629,5.989282707849256
18.22021946097983,2.610813270457018,5.984504439962198,2.619754891786592,6.055392684817215,2.630312109605402,6.00025861922256,2.625911600302581,6.010415831190689,2.5990836216965567,6.024448072028208
18.84850182110045,2.641300924393245,6.017445077496651,2.6514407834935465,6.090814337505614,2.662481211939542,6.03380705207629,2.6571859175803034,6.0443491417539175,2.6288446799106895,6.0589162068767735
19.47678611981369,2.670518259415462,6.050270474190917,2.682998086000449,6.126191495661121,2.6953172873217026,6.067361269219296,2.6875053821822052,6.078667774971973,2.6583258675129446,6.093598805373869
20.1050684799343,2.6998503903325357,6.082965501903818,2.714130465718252,6.1614507433044725,2.726847893108871,6.1006231572812135,2.717837750198646,6.11264202050546,2.688742330196548,6.128185740625252
20.73335277864754,2.7291380267167193,6.115360636465039,2.74605351328551,6.196478619376793,2.7594187810750075,6.134588058962794,2.7476424130550114,6.146677668494336,2.7183814733905622,6.162832298550707
21.361635138768158,2.758788738489285,6.1481179565239845,2.777677557591747,6.231352989310647,2.791038375927956,6.168430600678927,2.7782106020957693,6.180954476851474,2.7488232979579124,6.197654164935748
21.989919437481394,2.7889457980461394,6.181077726707579,2.8096228524254503,6.266520133270915,2.823280894241364,6.201712066335316,2.807853304852415,6.2150875678673785,2.778664446331247,6.232123634620301
22.61820276689832,2.819187842160813,6.213969420255852,2.8419370069368117,6.301976936640296,2.8564217571738215,6.23522223389076,2.8386453013936093,6.249643801891066,2.8087712270659355,6.26681691180529
23.246486096315248,2.849831671907484,6.246558106035145,2.873712332654875,6.33670847912357,2.8895185705187183,6.268414265536041,2.869747869774376,6.283561539367783,2.839200148218748,6.301156457453804
23.874769425732175,2.879665701155557,6.279013753161096,2.9050591760212074,6.371653150419389,2.922250083748587,6.302006747977333,2.9005567742380682,6.317771605925587,2.8691365148924675,6.33554005268988
